Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Bsmt Bath,Bath AbvGr,Total SF,Overall Qu Co Avg,Age Sold,Remodel Age,Second Story
753,903430060,75,RM,92,5520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,GasA,Ex,Y,SBrkr,929,929,371,2229,5,1,TA,9.0,Typ,0,NA,NA,2009,NA,0.0,0.0,NA,NA,Y,0,198,30,0,0,0,NA,MnPrv,NA,0,7,2009,WD ,104000,0.0,1.0,2984,6.0,97,59,0
1275,535455060,45,RL,64,6390,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,936,936,GasA,TA,Y,FuseA,984,0,0,984,2,1,TA,5.0,Typ,0,NA,Detchd,1954,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,6,2008,WD ,112500,1.0,1.0,1920,6.5,54,54,1
2350,527355280,20,RL,79,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157,TA,Gd,CBlock,Gd,TA,No,BLQ,625,LwQ,1061,0,1686,GasA,TA,Y,SBrkr,1686,0,0,1686,3,1,TA,9.0,Typ,1,TA,Attchd,1980,Unf,2.0,612.0,TA,TA,Y,384,131,0,0,0,0,NA,NA,NA,0,5,2006,WD ,207500,1.0,2.0,3372,6.0,26,26,1
2762,906394040,20,RL,78,9316,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,Gd,TA,PConc,Gd,TA,Gd,GLQ,56,Unf,0,1558,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,3,1,Gd,9.0,Typ,1,Gd,Attchd,2005,Fin,2.0,576.0,TA,TA,Y,100,45,0,0,0,0,NA,NA,NA,0,3,2006,WD ,225000,0.0,2.0,3228,6.0,1,1,1
2788,907227090,20,RL,60,7200,Pave,NA,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,437,Unf,0,427,864,GasA,Ex,Y,SBrkr,864,0,0,864,3,1,TA,6.0,Typ,0,NA,Detchd,1977,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,3,2006,WD ,119900,0.0,1.0,1728,6.5,34,34,1
2384,528112010,20,RL,108,12228,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1721,1721,GasA,Ex,Y,SBrkr,1740,0,0,1740,4,1,Gd,10.0,Typ,0,NA,Attchd,2006,RFn,3.0,874.0,TA,TA,Y,0,43,0,0,0,0,NA,NA,NA,0,9,2006,New,293000,0.0,2.0,3461,6.0,0,0,1
2716,905107240,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1968,1993,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,GasA,Gd,Y,SBrkr,1721,0,0,1721,3,1,TA,9.5,Min1,1,TA,Attchd,1968,RFn,2.0,440.0,TA,TA,Y,0,96,180,0,0,0,NA,MnPrv,NA,0,7,2006,WD ,180000,0.0,2.5,3182,5.5,38,13,1
313,914478045,80,RL,0,12328,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,3,1,TA,7.0,Typ,0,NA,Attchd,1976,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD ,169900,1.0,1.0,2046,5.5,34,34,1
84,532351140,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1318,584,0,1902,4,2,TA,10.0,Typ,0,NA,Attchd,1978,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,112000,0.0,2.0,1902,5.5,32,32,0
81,531453010,20,RL,81,9672,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,3,1,TA,8.0,Typ,0,NA,Attchd,1986,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD ,152000,0.0,2.0,2137,5.5,26,25,1
2389,528118110,60,RL,120,13975,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1090,1090,GasA,Ex,Y,SBrkr,1117,1089,0,2206,4,1,Ex,12.5,Typ,1,Gd,BuiltIn,2005,Fin,3.0,670.0,TA,TA,Y,148,95,0,0,0,0,NA,NA,NA,0,8,2006,New,300000,0.0,2.5,3296,7.0,1,0,0
280,908152080,80,RL,94,7819,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,1976,1976,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,3,1,TA,7.0,Typ,1,TA,Detchd,1976,Unf,2.0,672.0,TA,TA,Y,144,0,0,0,0,0,NA,MnPrv,NA,0,3,2010,WD ,107000,1.0,1.0,2146,5.5,34,34,1
190,902402250,190,RM,60,11340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,777,777,GasA,Gd,Y,SBrkr,1246,1044,0,2290,4,2,TA,13.0,Typ,0,NA,Detchd,1971,Unf,2.0,560.0,TA,TA,N,0,0,114,0,0,0,NA,NA,NA,0,4,2010,WD ,122500,0.0,2.0,3067,5.0,125,60,0
2371,527451450,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,ALQ,276,Unf,0,207,483,GasA,TA,Y,SBrkr,483,465,0,948,2,1,TA,6.5,Typ,0,NA,Detchd,1972,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD ,89000,0.0,1.5,1431,5.5,34,34,0
213,904350045,50,RL,65,6001,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Fa,TA,No,LwQ,368,Unf,0,232,600,GasA,Ex,N,SBrkr,600,319,0,919,3,1,TA,6.0,Typ,0,NA,Detchd,1940,Unf,1.0,231.0,TA,TA,Y,0,0,45,0,0,0,NA,MnPrv,NA,0,3,2010,WD ,95000,0.0,1.0,1519,5.5,70,60,0
1864,534125120,20,RL,78,11700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Ex,Y,SBrkr,1152,0,0,1152,3,1,TA,8.5,Typ,0,NA,Attchd,1968,RFn,2.0,412.0,TA,TA,Y,0,126,0,0,0,0,NA,NA,NA,0,9,2007,CWD,143450,1.0,1.5,2064,6.0,39,39,1
37,528108120,60,RL,102,12858,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1590,1590,GasA,Ex,Y,SBrkr,1627,707,0,2334,3,1,Ex,12.5,Typ,1,Gd,Attchd,2009,Fin,3.0,751.0,TA,TA,Y,144,133,0,0,0,0,NA,NA,NA,0,1,2010,New,376162,0.0,2.5,3924,7.0,1,0,0
146,535175070,20,RL,73,9300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,0,571,1268,GasA,TA,Y,SBrkr,1264,0,0,1264,3,1,TA,7.0,Typ,2,Gd,Attchd,1960,Unf,2.0,461.0,TA,TA,Y,0,0,0,0,143,0,NA,NA,NA,0,4,2010,WD ,167500,1.0,1.0,2532,5.0,50,50,1
809,906226080,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,GasA,TA,Y,SBrkr,1224,0,0,1224,2,2,TA,7.0,Typ,2,TA,Detchd,1979,Unf,2.0,528.0,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,153337,2.0,1.0,2310,5.0,30,30,1
767,904351200,70,RH,54,6629,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,0,121,672,GasA,TA,N,SBrkr,697,672,0,1369,3,1,TA,8.0,Typ,0,NA,Detchd,1930,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,NA,NA,NA,0,7,2009,WD ,103600,1.0,2.0,2041,6.0,84,59,0
262,907200340,20,RL,75,10650,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,894,0,0,894,3,1,TA,6.0,Typ,0,NA,Attchd,1976,Unf,1.0,308.0,TA,TA,Y,365,0,0,0,0,0,NA,MnPrv,NA,0,2,2010,WD ,128200,1.0,1.0,1788,5.5,34,34,1
101,533221090,160,FV,0,2117,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216,Gd,TA,PConc,Gd,TA,No,GLQ,378,Unf,0,378,756,GasA,Ex,Y,SBrkr,769,804,0,1573,3,1,Gd,7.5,Typ,0,NA,Detchd,2000,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2010,WD ,177500,0.0,2.5,2329,5.5,10,10,0
48,528176070,60,RL,105,13650,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232,Gd,TA,PConc,Gd,TA,Gd,GLQ,578,Unf,0,1093,1671,GasA,Ex,Y,SBrkr,1687,563,0,2250,3,1,Gd,9.5,Typ,1,Ex,Attchd,2002,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,0,0,NA,NA,NA,0,6,2010,WD ,320000,1.0,2.5,3921,6.5,8,8,0
489,528290180,60,RL,42,8433,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,683,Unf,0,111,794,GasA,Ex,Y,SBrkr,819,695,0,1514,3,1,TA,9.5,Typ,1,TA,Attchd,2000,Fin,2.0,394.0,TA,TA,Y,0,72,0,0,0,0,NA,NA,NA,0,6,2009,WD ,190000,1.0,2.5,2308,5.5,9,9,0
2369,527451200,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,TA,Y,SBrkr,672,546,0,1218,3,1,TA,8.5,Typ,0,NA,NA,2006,NA,0.0,0.0,NA,NA,N,201,0,0,0,0,0,NA,NA,NA,0,4,2006,WD ,91500,0.0,1.5,1890,5.5,35,35,0
707,902202150,190,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,811,811,GasA,TA,Y,FuseA,811,576,0,1387,3,2,Gd,9.0,Typ,0,NA,BuiltIn,1954,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2009,WD ,93000,0.0,2.0,2198,4.5,55,55,0
1556,911102170,70,C (all),50,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,3,1,TA,7.0,Typ,0,NA,Detchd,1920,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,NA,MnPrv,NA,0,7,2008,WD ,40000,0.0,1.0,1966,4.0,88,58,0
2034,903454010,70,RM,60,6882,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,684,684,GasA,TA,Y,SBrkr,773,582,0,1355,3,1,Gd,8.5,Typ,0,NA,NA,2007,NA,0.0,0.0,NA,NA,Y,136,0,115,0,0,0,NA,NA,NA,0,3,2007,WD ,127000,0.0,1.5,2039,6.5,93,1,0
308,911204100,30,C (all),66,8712,Grvl,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,GasA,Gd,Y,SBrkr,952,0,0,952,3,1,TA,6.0,Typ,0,NA,Detchd,1896,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,0,NA,NA,NA,0,6,2010,WD ,50138,0.0,1.0,1708,5.5,114,60,1
2176,908152070,20,RL,0,7917,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,TA,Y,SBrkr,1113,0,0,1113,3,1,TA,7.5,Typ,1,Fa,Attchd,1987,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,0,0,NA,GdPrv,NA,0,5,2007,WD ,148000,1.0,1.5,2256,6.5,31,31,1
1549,910203020,30,RM,71,6900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,GasA,Ex,Y,SBrkr,778,0,0,778,2,1,TA,5.0,Typ,1,Gd,Detchd,1966,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,NA,NA,NA,0,2,2008,WD ,120500,0.0,1.0,1518,5.5,68,53,1
909,909178160,50,RL,60,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,944,545,0,1489,3,1,TA,9.0,Typ,1,Gd,Detchd,1940,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD ,139500,0.0,2.0,2267,6.5,69,59,0
892,908154040,20,RL,86,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,GasA,Ex,Y,SBrkr,1698,0,0,1698,3,1,Ex,10.0,Typ,1,Gd,Attchd,2007,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,NA,NA,NA,0,2,2009,WD ,320000,1.0,2.0,3396,7.0,2,1,1
2045,904100100,70,RL,107,12888,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,288,Unf,0,717,1005,GasA,TA,Y,SBrkr,1262,1005,0,2267,3,1,TA,8.5,Typ,2,Gd,Attchd,1937,Fin,2.0,498.0,TA,TA,Y,521,0,0,0,0,0,NA,NA,NA,0,4,2007,WD ,219000,1.0,1.5,3272,7.5,70,27,0
2927,923276100,20,RL,0,8885,Pave,NA,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,BLQ,301,ALQ,324,239,864,GasA,TA,Y,SBrkr,902,0,0,902,2,1,TA,6.0,Typ,0,NA,Attchd,1983,Unf,2.0,484.0,TA,TA,Y,164,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,WD ,131000,1.0,1.0,1766,5.0,23,23,1
1732,528221030,60,RL,62,8857,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,738,738,GasA,Ex,Y,SBrkr,738,757,0,1495,3,1,Gd,9.5,Typ,1,Gd,Attchd,2006,RFn,2.0,440.0,TA,TA,Y,100,30,0,0,0,0,NA,NA,NA,0,3,2007,New,171925,0.0,2.5,2233,5.5,1,1,0
998,527107090,20,RL,53,14137,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,898,1348,GasA,Gd,Y,SBrkr,1384,0,0,1384,3,1,Gd,9.0,Typ,0,NA,Attchd,1996,Unf,2.0,404.0,TA,TA,Y,0,39,0,0,0,0,NA,NA,NA,0,11,2008,WD ,177900,1.0,2.0,2732,5.0,12,11,1
2203,909252170,70,RL,53,6720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,585,585,GasA,TA,N,SBrkr,851,585,0,1436,3,1,TA,8.0,Typ,1,Gd,Detchd,1992,Unf,1.0,228.0,TA,TA,Y,184,0,0,0,0,0,NA,NA,NA,0,4,2007,CWD,141500,0.0,1.0,2021,6.5,86,57,0
356,527162120,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,476,Unf,0,476,952,GasA,Gd,Y,SBrkr,952,684,0,1636,3,1,TA,9.5,Typ,1,TA,Attchd,1998,Fin,2.0,440.0,TA,TA,Y,0,84,0,0,0,0,NA,NA,NA,0,10,2009,WD ,191000,1.0,2.5,2588,5.5,11,10,0
2475,531375100,20,RL,63,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,3,1,Gd,6.5,Typ,0,NA,Detchd,2006,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,5,2006,New,158000,1.0,1.5,2316,5.5,2,2,1
2264,916386170,20,RL,67,10656,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,3,1,Gd,8.0,Typ,1,Gd,Attchd,2007,RFn,3.0,870.0,TA,TA,Y,192,80,0,0,0,0,NA,NA,NA,0,11,2007,New,248900,0.0,2.0,3284,6.5,1,0,1
2201,909252010,50,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,3,1,Gd,8.5,Typ,2,TA,Detchd,1939,Unf,1.0,240.0,TA,TA,Y,0,0,264,0,0,0,NA,MnPrv,NA,0,6,2007,WD ,175000,1.0,1.5,2499,6.0,70,57,0
2545,534400120,190,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0,TA,Gd,PConc,TA,TA,Mn,ALQ,901,BLQ,252,34,1187,GasA,Ex,Y,SBrkr,1565,0,0,1565,3,1,Gd,9.0,Min1,2,TA,Attchd,1965,RFn,1.0,299.0,TA,TA,Y,200,25,211,0,0,0,NA,MnPrv,Shed,460,6,2006,WD ,185900,1.0,2.0,2752,6.5,41,6,1
2660,902325050,75,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,GasW,Fa,N,SBrkr,880,888,0,1768,2,1,TA,7.5,Typ,2,TA,Detchd,1914,Unf,2.0,320.0,TA,TA,N,0,341,0,0,0,0,NA,NA,NA,0,10,2006,WD ,163000,0.0,1.5,2648,7.0,92,36,0
2882,911175440,190,C (all),50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,CBlock,TA,TA,Mn,Unf,0,Unf,0,660,660,GasA,TA,N,SBrkr,1060,336,0,1396,4,2,TA,10.0,Min2,0,NA,NA,2006,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD ,115000,0.0,2.0,2056,5.5,55,55,0
1379,905103030,80,RL,80,13014,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39,TA,TA,CBlock,TA,TA,Av,ALQ,528,Unf,0,480,1008,GasA,TA,Y,SBrkr,1096,0,0,1096,3,1,TA,7.0,Typ,1,Fa,Attchd,1978,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,12,2008,WD ,157500,1.0,1.0,2104,5.5,30,30,1
491,528292030,60,RL,0,15896,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,No,ALQ,913,Unf,0,264,1177,GasA,Ex,Y,SBrkr,1223,1089,0,2312,4,1,Gd,10.5,Typ,1,TA,BuiltIn,1999,Fin,3.0,658.0,TA,TA,Y,298,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,245000,1.0,2.5,3489,6.0,10,10,0
1002,527140090,120,RL,41,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,GasA,Gd,Y,SBrkr,1337,0,0,1337,2,1,Gd,7.0,Typ,1,TA,Attchd,1993,RFn,2.0,462.0,TA,TA,Y,96,0,70,168,0,0,NA,NA,NA,0,10,2008,WD ,180000,1.0,2.0,2674,6.5,15,15,1
1848,533223050,160,FV,0,5105,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,0,312,551,GasA,Ex,Y,SBrkr,551,551,0,1102,2,1,Gd,6.5,Typ,0,NA,Detchd,2004,Unf,2.0,480.0,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,3,2007,WD ,148800,0.0,2.5,1653,6.0,3,3,0
